repo	status	prismaModels	ourModels	prismaFks	ourFks	disagreements	detail
djcoraanco/korrith	missing-file						
Xoxa2244/piqle_web_tournament	missing-file						
FTHTrading/DOC	missing-file						
Brodie-Eaze/eazepay-intelligence	missing-file						
DarkCodePE/harness-starteria	missing-file						
snehanofficial/CampusCare	missing-file						
dreinst/produksia	missing-file						
amaurycolochos7/MotoParteswebmanager	missing-file						
miloszpiechota/food-kiosk-app	missing-file						
simismediafarm/mainsite	missing-file						
FresherFlow/FresherFlow	missing-file						
Manish01137/CRMTravelAgency	missing-file						
Manikandansns/production_software_modernized_server	missing-file						
progami/targonos	missing-file						
elascano/ESPE2604-AWD30716	missing-file						
tohieu1603/hub	missing-file						
gtolontop/fivebot_v2	missing-file						
softvence-omega-runtime-terror/ruben_gorjian_backend	missing-file						
Agent-cat/Algo-fox	missing-file						
nicolasfouv/sistema-resgistro-analise-integrada	missing-file						
Alpha-ashu/Kanaku	missing-file						
Moneterea-Org/sGHS	missing-file						
geanusksama/saaschurch-nextjs	missing-file						
mainstage-pro/mainstagepro	missing-file						
ViableSystemsGlobal/poolcare	missing-file						
issouf-fofana/REASSORT_AUTOMATIQUE	missing-file						
Shivm-ops/vidyasetu-SOSM	missing-file						
bobprod/crm-immobilier	missing-file						
Alokmishra9861/DCC	missing-file						
Tanimou/projet-scolaire-claude	missing-file						
AlcoholicPotato69/Cotizador-2.0-Enterprise	missing-file						
3dwinVelez/APEXOS	missing-file						
Kiran-svelte/continiuum	missing-file						
danielgonzagat/Kloel	missing-file						
Drape-ltd/drapeon	missing-file						
prakash47/jobportal	missing-file						
SESELOVSKYDarian/Vase	missing-file						
AneekS/smartHire-BE-FE-v2	missing-file						
Kha-kis/arr-dashboard	missing-file						
techleadevelopers/limpe-ja-app	missing-file						
JuanPaGargoo/pos-core-api	missing-file						
Caarlosgg/memoriable	missing-file						
divysharma7/laif-api	missing-file						
Sonal-Jaiswal/Nexus	missing-file						
ainoamn/bhd-om	missing-file						
PTHyperdrive/Portfolio	missing-file						
tgiap04/talio	missing-file						
YasminIlagan/Applicant--ATS--AIMI	missing-file						
francesko004/Kartela	missing-file						
danadube/keypilot	missing-file						
carlhuan/integration-test	missing-file						
sincanmaulanaa/inovamedika-backend	missing-file						
Abhiiesante/InfraWatch	missing-file						
birhane457-create/drivebook	missing-file						
FloreMoria/Floremoria.com	missing-file						
skygenesisenterprise/vaelixbank	missing-file						
heyyrintu/hrms	missing-file						
hamdi0712/spine-scale-crm	missing-file						
luciennekoubissack-dot/ArchiVision	missing-file						
yrkizyrkiz-bit/bloom-australia	missing-file						
vanillasomethin/studio	missing-file						
ternce/movie	missing-file						
rafalablewski/hybrid	missing-file						
SafeerAbbas624/telnyx-crm	missing-file						
ibrahimjlidi/Station	missing-file						
seorilabs/seorilabs-backoffice	missing-file						
shadikamal997/Pitchonix	missing-file						
hoanghd218/ZaloCRM	missing-file						
mehdi-lakhzouri/Eventini	missing-file						
Sid13SST/FrictaAI	missing-file						
Ha120204/azure-horizon-tour	missing-file						
JzoomGroup/Jzoom	missing-file						
towoju5/Yativo-White-Label	missing-file						
omkardeshmukh123/Ahaget-ai	missing-file						
celleree/everywhereposter	missing-file						
aremumoses/School-Management-System	missing-file						
ayden0322/poker_forum	missing-file						
nimblodevs/Medcore-hmis	missing-file						
ITSMEHEMANSHU/InternSync	missing-file						
thugnationnet/mumtazai	missing-file						
MerlinStacks/socaliseit	missing-file						
spragginsdesigns/bible-ai-explorer	missing-file						
va360labs/didacta-io	missing-file						
backenly/backenly	missing-file						
Art-of-Technology/collab	missing-file						
amirhosseinself/pishro-admin	missing-file						
inp-net/churros-notella	missing-file						
lawalletio/lawallet-nwc	missing-file						
SecondStack-AI/litellm-fork	missing-file						
westcoselabs/doopify	missing-file						
jkosmo/a2-assessment-platform	missing-file						
seedsat1/saad-studio	missing-file						
sabarish1716/erp_bck	missing-file						
felicianopt99/StageHub	missing-file						
hkjang/jasca	missing-file						
Dprof-code/studyhub-app	missing-file						
icy9989/signal-flow	missing-file						
Sornram46/backend_aquaroom	missing-file						
WOC5207/Photo-Platform-Hosted	missing-file						
renatobh83/nexus	missing-file						
ghogue02/leora-platform	missing-file						
FayaIQ/rx-next	missing-file						
VictorRodriguesS0/whatsapp-xp-2	missing-file						
ericocesar/bchatsign	missing-file						
R204570/Vahi	missing-file						
CeeganLaub/TestSOIT	missing-file						
Lucadmin/luqa	missing-file						
junedpatel2005-bit/new-project	missing-file						
Mandalorian7773/DevpalsInternal	missing-file						
GH7VOLKAN/GH7	missing-file						
Cevra/TipTop365	missing-file						
Damadruda/servicephere-mvp	missing-file						
nexora-africa-ltd/av2	missing-file						
Nightcall7442/B.Delivry	missing-file						
BenzidaneMo/Hajj-Lottery	missing-file						
serteri/visa_ai	missing-file						
kaanb-wiascode/WedyPlan	missing-file						
Polilla23/kempes-web	missing-file						
kwpark0047/toss	missing-file						
mateusaquin0/mares	missing-file						
DeividCardenas/PEC	missing-file						
varunkumar06011/softshape-backend	missing-file						
syahriezaa/test-junaidiacademy	missing-file						
Nexus-personalGroup/nexus-nest-backend	missing-file						
suwei8/car-shop-cloud	missing-file						
Bryllando/garantiyaid-backend	missing-file						
WarriorAchilles/byc-camp-manager	missing-file						
shreyanshjain1/Vertex-POS	missing-file						
levixis/EzyPrint	missing-file						
KieuTanPhat/agri-trace-blockchain	missing-file						
Gabrielloopes33/nexIA	missing-file						
pushp314/chhattisgarhshadi-backend	missing-file						
ashishjha1433/LabBuddy	missing-file						
mattstub/ProManage	missing-file						
TwistedQoutes/Niche-expense-scanner	missing-file						
Dadminete/CRM_Sistema	missing-file						
onephdevs/parenta-nextjs	missing-file						
skygenesisenterprise/astron-collection	missing-file						
prajyots60/class_os	missing-file						
potassiumdichromate/Kult-MarketingOS	missing-file						
jpreyestCL/polizza	missing-file						
nabas444/TimihrtHub-School-Management-System	missing-file						
mosaa65/school-erp-platform	missing-file						
im-alok74/Stackfoxv1	missing-file						
acontplus/acontplusTPV	missing-file						
23f2005217/kolbo-monorepo	missing-file						
Ishswami-Tech/HealthCareBackend	missing-file						
ViBench/vibench-public	missing-file						
AniketTati/draft-legal	missing-file						
Kolinnor/math-woods	missing-file						
ezzy1630/Terminus	missing-file						
webamigos/RagenAI	missing-file						
Humanix-Cybersecurity/Humanix-Academie	missing-file						
EmperorKunDis/ucebniceNew	missing-file						
Delify-Solutions/derouter	missing-file						
WhatTheShuck/NextHRT	missing-file						
PeeapDev/CentralHealth	missing-file						
bako110/Sonaby	missing-file						
suvedisudip45-dev/JiyaCollections	missing-file						
MrEvanRoss/civictext	missing-file						
rifkyawalulhuda/aplikasi-hub-karyawan	missing-file						
stephanjohnson/zomboid-server	missing-file						
day1b2b/hub-om	missing-file						
PodioTickets/backend	missing-file						
de-otio/trellis	missing-file						
stockbusiness/bunshin-blog	missing-file						
Khalid-Abdullahi-Isse/Hotel-ERP-SOMALI	missing-file						
writer/aperio	missing-file						
ericlimas/sigm	missing-file						
quyansiyuanwang/Quyan-AppServer	missing-file						
jcollyer/PostPilot	missing-file						
naimblideus/servis-takip	missing-file						
singhdaksh7/FREELANCER_MVP	missing-file						
npatron42/red-tetris	missing-file						
sotonye-dagogo-dev/harvesthub-reboot	missing-file						
SgoncharoffSU/Smartchat	missing-file						
seif090/innovents	missing-file						
batokhehe/mas-sular	missing-file						
Neit2108/be-ecommerce-express	missing-file						
berlinlmaoo/nexus	missing-file						
Kimi4567/Nexus-ai	missing-file						
dreflabs/peoplehub	missing-file						
milospantelinac/RentajRs	missing-file						
Develop-Ac/sac-service	missing-file						
Yumi-tran-app/mentor-platform	missing-file						
JohnHika/Jawaki-pos	missing-file						
dannyob/pln-husky-standalone	missing-file						
Abdo20-Jan/SUNSET-ERP-V4	missing-file						
itaueliud/cbcSwift	missing-file						
amdmsz/lbn	missing-file						
aadvt/Rift-CMP	missing-file						
nickmoreira23/herd	missing-file						
junior2-technical-WBInCode/WBTrade	missing-file						
manishpatel00/OneCLI-AgentVault	missing-file						
mansaraysaheedalpha/neuralaunch	missing-file						
Fnndolo/GestorEmpleados	missing-file						
iyouezra/frankbroker-os	missing-file						
Nexis-Network/nexis-ai-cloud-console	missing-file						
VoidAshfak/funturf	missing-file						
DelwarOfficial/erp-pos	missing-file						
Emran101921/abaconnect	missing-file						
KiranTejz20005/VidyaAI	missing-file						
emirmehmedovic/dataavioservis	missing-file						
aryantuntune/GasPro	missing-file						
ataeeamin74-a11y/Useravaa-web	missing-file						
laoton80-del/Ket-noi-eu	missing-file						
walledog11/shopkeeper	missing-file						
TMAn1An/LiveQueueApp	missing-file						
karen-arwen/Orion	missing-file						
christoban/ZekoulABia	missing-file						
palhoni/Nexos-DoubleCheck	missing-file						
beingdev01/Tesseract_IITM_CLUB	missing-file						
georgenton/saas-platform	missing-file						
Bayu675/proyek-logistik	missing-file						
joelcj96/codex	missing-file						
proyectosw22025-ux/NexCom	missing-file						
HARSHALSSSSS/cybersave	missing-file						
Mr-Nobody-Anonymous/Cerberus	missing-file						
MoZahidUl249/zuptech	missing-file						
VinceCarter12/Oracle-Inventory	missing-file						
AlfredoCoder/jomoraisall	missing-file						
ashrafullah06/TDLS-storefront	missing-file						
alankudakkad17/Code-Mate	missing-file						
brickagcopra/libertasian	missing-file						
tap919/Uplift-Venture	missing-file						
Aryan-B-Parikh/ODOO-Hackathon-September-2026	missing-file						
rvaldemar/wepac-site	missing-file						
juanlatregua/traduccionesjuradas-next	missing-file						
Sahith3644/wpc-installation	missing-file						
frogman715/hanmarine_shipboard_personnel_system	missing-file						
Manikandan-K006/ISDS	missing-file						
Orion-Technical-College/orion-website	missing-file						
optcaminodepiedra/opt-maestra	missing-file						
Kadu207/casa-da-paz	missing-file						
Pandadanh/workflow-service	missing-file						
abubakarsadiqabdullahi01/gsu-alumni-connect	missing-file						
saranravi355/edusphere_v2	missing-file						
eszxcvfd/openclaw-team	missing-file						
pimobilepay/pimpay	missing-file						
poairtronic/indent-application	missing-file						
aryamanraj2/scraper	missing-file						
Spillers-Technology/AnchorDesk	missing-file						
hamidrezaramzani/poyino	missing-file						
Kouakou-Christ-Axel/eba-coffee-shop	missing-file						
BytesPlatform-ops/crm-backend	missing-file						
naviyanka/Project-DirectorByte-V2	missing-file						
MartinV130/Proyecto-de-Grado	missing-file						
kryrosserver/KRYROS_MOBILE_PROJECT	missing-file						
Sant1513/mailflow	missing-file						
silentmot/Proc	missing-file						
mirzahussnain/align	missing-file						
shaddie1/New-application-website	missing-file						
ATripp1028/InfernoLog	missing-file						
manraj777/overline	missing-file						
jorgevasquezutec/covima	missing-file						
4dr1-2529/taller1	missing-file						
sage-manas/sap_vendor_portal	missing-file						
ShadCanard/SunsetRP	missing-file						
code-review-benchmark/cal_dot_com__cal.com__claude-code__PR22532__20260310	missing-file						
binalfew/events	missing-file						
andy-G19/softindus-acer-pe	missing-file						
thr7719404-design/Solo-Website	missing-file						
KachiAlex/pisairtelcms	missing-file						
Aethea-Project/Aethea	missing-file						
pedro-leme-perin/saas-ai-sales-assistant	missing-file						
LienJack/text2sql	missing-file						
Ugem-Personal/Ugem-BE	missing-file						
zinoo-dez/gym-api-nestjs	missing-file						
gregvisser/ODoutreach	missing-file						
KataChannel/timona	missing-file						
Afro-Genie/afro-genie-backend	missing-file						
ComputerScienceLover123/RDI	missing-file						
reyatelehealth2026-crypto/inboxreya	missing-file						
DiegoSalsa/Puragenda	missing-file						
lp070087-cpu/Inst-acessor	missing-file						
JeyrellT/GimnasioDemo	missing-file						
kirohuji/speakGuild	missing-file						
artiordex/agape-care	missing-file						
Saksham-20/HomeKrafted	missing-file						
mc30ski/seedlings3	missing-file						
JUNIORPRUEVA/DaleVenta_POS	missing-file						
Fkifakio28/Kin-Sell	missing-file						
bonitobonita24/Orqafy	missing-file						
FairyEver/Synapse	missing-file						
VaibhavNaiyar/Mail-assistant	missing-file						
ajays46/jayskeralahomelymeals	missing-file						
HPlaptopuserr/MglStoreWeb	missing-file						
cnec-team/cnec-shop	missing-file						
ankitjha-code/replit	missing-file						
shubhamdevx/medium-app	missing-file						
ajitashwath/system-archaeologist	missing-file						
visionalventure/themarylandguesthouse	missing-file						
BerriAI/litellm	missing-file						
elie222/inbox-zero	missing-file						
firaslamouchi21/Open_Derja_Tn	missing-file						
fabian-arnold/McpOpsStudio	missing-file						
fauzanramadhani/Zyra	missing-file						
mathiscapart/piloti	missing-file						
omardela/warehouse	missing-file						
jlitt77-netizen/scarred_steel_co	missing-file						
ImStarlyBv/litellm	missing-file						
brenobla/formbricks-custom	missing-file						
kan-215/spareke	missing-file						
SamuelM1410/braxel-crm	missing-file						
peesaeung/socketio-nextjs	missing-file						
masum-khondhoker-efaz/Find-your-gym-trainer	missing-file						
kreativae/CampoFlow	missing-file						
serialexp/mythweavers	missing-file						
gabriel03013/nook	missing-file						
link-cv-ai/web-app	missing-file						
MixMasterFei/le-bon-avis-numerique	missing-file						
kliniucolombia-dotcom/Kliniu	missing-file						
alan-schramm/Sails-Protocol	missing-file						
Moataz301179/hotelsvendors-core	missing-file						
jackcrane/eventpilot-v3	missing-file						
dojihyeok/mono	missing-file						
josepanz/TekoApp-Backend	missing-file						
oksamtrading-ops/EAM	missing-file						
1ih29c2002-max/ruknyio	missing-file						
plenatthomas-dev/yvette-squash	missing-file						
code-review-benchmark/cal_dot_com__cal.com__bito__PR22532__20260310	missing-file						
ConanZHZH/cal_dot_com__cal.com__cubic-v2__PR22532__20260313	missing-file						
code-review-benchmark/cal_dot_com__cal.com__cubic-v2__PR22532__20260313	missing-file						
BrekfuzOrg/cal_dot_com__cal.com__brekfuz__PR22532__20260822	missing-file						
nedpearson/WindowWorld	missing-file						
VirtualProton/loveyatri_profile_service	missing-file						
tahsrz/sunset-pulse	missing-file						
TCoder4k/engmasterai-backend	missing-file						
J2WFFDev/CadreOS	missing-file						
no3dhalparagp/ghelp	missing-file						
shivajid/gke-vibebench	missing-file						
Hacero51/oclock	missing-file						
thehashrocket/agent-kirk-frontend	missing-file						
celeste1005/cadenaSuministro	missing-file						
5906375/EIAH	missing-file						
OSEMSAUCE/transplant	missing-file						
Azure-Samples/Digital-Permit-Platform	missing-file						
orion-catchers/dealflow	missing-file						
harjhonnomenjanaharykoloina/AuraCRM-OS	missing-file						
DaxtonD/freemannotes	missing-file						
hllous/Backend-M6-DAPS2	missing-file						
o1-spec/skills-assessment-platform	missing-file						
talalabbas84/talal-os	missing-file						
araduti/biomax.nu	missing-file						
michelroegl-brunner/kundeo	missing-file						
adamscourfield/Ember	missing-file						
ozand/aygacrm	missing-file						
martipurull/neblir	missing-file						
HoangDuong1310/web-mod-skin-	missing-file						
eChanneling-Revamp/EChanneling-Revamp	missing-file						
sunshinerao/shcw2026	missing-file						
PhumudzoSly/ray	missing-file						
rcski77/us-club-rankings-v2	missing-file						
Marcos-felip/gestao_fiscal_backend	missing-file						
burchdad/ghost-lead-command	missing-file						
fazendansaibiraci-wq/gestao-fazenda	missing-file						
R4xel29/MatchaBoy	missing-file						
kreativae/SistemaCampoFlow	missing-file						
bcgov/zeva2	missing-file						
rdmugabe/bhp-connect	missing-file						
CojocaruClaudiu/Nota-Comanda	missing-file						
sauravsharma079/veltriance-platform	missing-file						
unicorn-fr/mon-saas-immo	missing-file						
AksharBrahm369/tution-management-system-using-next.js	missing-file						
nickmflorin/nick.florin	missing-file						
kmmao/happy	missing-file						
duyb2207513/LMS-Platform	missing-file						
abdoulaahmad/sendaza-liquidity-engine	missing-file						
wuwb/com.tongdelove.lab	missing-file						
amarktainetwork-blip/Amarktai-Network-2	missing-file						
savchuckvadim/april-back	missing-file						
peesaeung/express-node	missing-file						
NguyenPhu000/Didaugio	missing-file						
991627aishu/THE-GATEHUB-Learn-with-Shoeb-Ahmed-	missing-file						
RealNerdZW/Firefly	missing-file						
Sujalpatne05/Arjan	missing-file						
birukhabte/school_management_system	missing-file						
waspgift-hub/soko	missing-file						
Eyob-smax/TASK-44	missing-file						
JNU-SWCU/oss-hub	missing-file						
Zukliod/KESCO	missing-file						
Torgmetal/portal-compras	missing-file						
Bharath5121/school	missing-file						
vladpm/dpp-recovered	missing-file						
ksingla1885/Mindora	missing-file						
vudev-05/likefood	missing-file						
Joao147258/GestEsteticaAuto	missing-file						
jabinweb/achs	missing-file						
raul2105/WMS-Mangueras-y-conexiones	missing-file						
Kotsur69/AMSafe	missing-file						
skygenesisenterprise/etheriatimes	missing-file						
OptimusPrime-45/AssetFlow_SyntaxSquad	missing-file						
Ross-Ward/fyp-planner	missing-file						
FrostBy/opmetrics	missing-file						
Deima120/Mr.kutz	missing-file						
reactflowbrasil-star/airflow-webapp	missing-file						
TalentGlass-ai/workcrew-revamped	missing-file						
Venkatesh-M-14/LMS	missing-file						
TridipDam/Heisenity-MediaInfotech_CRM_Web_portal_Project_2026	missing-file						
DGrayArea/mce-324-smartlearn-project	missing-file						
oli4202/Pollibondhu	missing-file						
chrislawcodes/valuerank	missing-file						
smthspecial/digital_democracy	missing-file						
Xorazm92/mehnat-ai	missing-file						
zemetia/pusatvalasindo	missing-file						
phamdinhhai/Meta-Ads-Asset-Management-With-AI	missing-file						
SalAkBuK/towerdesk-backend	missing-file						
CleanExpo/DR-NRPG	missing-file						
Muhammad-Zubair287/shielder	missing-file						
kodegeo/showgeo2	missing-file						
FarhanT6/Sollux	missing-file						
Prosperous-TechPro/FarmWise	missing-file						
ESTIA-CONSULTORIA/erp-grupo-workaholic	missing-file						
Henry-Madoa/SaccoDemo	missing-file						
supanut-ss/SM	missing-file						
alozeus1/afri-talent	missing-file						
Shaki21/golf	missing-file						
mykael90/sisman-monorepo	missing-file						
samuelabera21/Edubridge	missing-file						
yashdua4/MediCore-AI-Hospital-Management-System	missing-file						
danir23007/Web_Cronox	missing-file						
vignesh3002-cr/HMS_Backend	missing-file						
princechakusa/Chakusa	missing-file						
eiiqus5563/ruknyii	missing-file						
xarlytos/silxarcrm	missing-file						
math12345678/quanticle	missing-file						
limjh6991-spec/AI-FACTORY-LAB	missing-file						
zhekaiii/pokenerdle	missing-file						
walaeddine-riahi/survive.admin	missing-file						
